0.63,265,15,-0.69,39.69,345.22,482.94,6648.99
1.72,250,15,-2.33,81.63,298.99,314.38,709.44
2.79,233,7.29,-3.94,104.82,255.24,206.27,199.44
3.91,230,6.45,-5.06,118.95,225.3,132.93,74.66
5.03,228,5.37,-3.48,122.96,203.41,76.78,26.96
6.14,228,5.16,1.4,120.03,186.27,47.7,9.82
7.26,227,5.94,-1.38,115.88,172.25,31.38,3.55
8.37,226,3,5.96,113.5,160.83,22.99,1.29
9.5,223,3.92,11.22,109.97,151.12,14.94,0.47
10.65,219,2.9,16.09,105.99,142.79,9.9,0.16
11.74,216,2.55,18.57,102.02,136.04,6.36,0.06
12.82,214,2.55,19.07,97.84,130.19,4.05,0.02
14.01,214,3.07,17.78,93.27,124.54,2.46,0.01
15.09,214,3.61,20.16,89.43,120.01,1.62,0
16.18,214,4.46,23.24,85.93,115.89,1.06,0
17.36,214,5.07,23.44,82.48,111.88,0.66,0
18.44,214,4.78,23.34,79.67,108.55,0.43,0
19.53,214,4.87,22.64,77.35,105.49,0,0
